parent_channel,week_start,avg_gap_hours,gap_count
dank-tank,2025-01-27,9.88,2
dank-tank,2025-02-03,64.44,3
dank-tank,2025-02-10,192.16,1
dank-tank,2025-02-17,13.88,10
dank-tank,2025-02-24,48.92,4
dank-tank,2025-03-10,397.36,1
dank-tank,2025-03-17,115.09,1
dank-tank,2025-03-24,44.21,4
dank-tank,2025-03-31,4.92,11
dank-tank,2025-04-07,236.44,1
dank-tank,2025-04-14,360.84,1
dank-tank,2025-04-21,2.27,4
dank-tank,2025-04-28,5.67,3
dank-tank,2025-05-05,484.33,1
dank-tank,2025-05-19,4.38,28
dank-tank,2025-05-26,125.07,2
dank-tank,2025-06-09,457.18,1
dank-tank,2025-06-23,27.55,2
dank-tank,2025-07-07,623.11,1
dank-tank,2025-07-14,3.28,1
dank-tank,2025-07-21,285.51,1
dank-tank,2025-08-11,609.13,1
dank-tank,2025-08-25,37.84,3
dank-tank,2025-09-01,37.2,7
dank-tank,2025-09-15,267.35,1
dank-tank,2025-09-22,0.06,1
dank-tank,2025-09-29,331.12,1
dank-tank,2025-10-06,3.37,8
dank-tank,2025-10-13,358.62,1
dank-tank,2025-10-20,119.85,1
dank-tank,2025-10-27,21.34,8
dank-tank,2025-11-03,26.89,5
dank-tank,2025-11-17,432.93,1
dank-tank,2025-11-24,0.77,83
dank-tank,2025-12-01,155.73,1
dank-tank,2025-12-15,574.87,1
dank-tank,2025-12-29,6.78,10
dank-tank,2026-01-05,14.68,15
dank-tank,2026-01-12,15.92,11
dank-tank,2026-01-19,276.36,1
dank-tank,2026-01-26,32.95,3
dank-tank,2026-02-23,1105.38,1
dank-tank,2026-03-16,0.53,16
dank-tank,2026-03-30,451.86,1
dank-tank,2026-04-06,4.9,20
dank-tank,2026-04-13,53.53,3
dank-tank,2026-04-20,57.8,3
dank-tank,2026-04-27,3.28,30
dank-tank,2026-05-04,96.21,2
dank-tank,2026-05-11,293.55,1
dank-tank,2026-05-18,7.45,6
dank-tank,2026-05-25,52.36,4
dank-tank,2026-06-15,674.85,1
dank-tank,2026-06-29,12.45,12
dank-tank,2026-07-06,27.4,6
dank-tank,2026-07-13,17.3,1
edgeville,2020-09-21,7.06,7
edgeville,2020-09-28,177.26,1
edgeville,2020-10-05,0.56,286
edgeville,2020-10-12,1.32,132
edgeville,2020-10-19,3.55,48
edgeville,2020-10-26,2.18,71
edgeville,2020-11-02,15.74,13
edgeville,2020-11-09,32.29,5
edgeville,2020-11-16,3.33,44
edgeville,2020-11-23,20.84,9
edgeville,2020-11-30,1.89,79
edgeville,2020-12-07,2.87,56
edgeville,2020-12-14,6.74,26
edgeville,2020-12-21,0.94,141
edgeville,2020-12-28,3.65,55
edgeville,2021-01-04,2.96,59
edgeville,2021-01-11,1.41,116
edgeville,2021-01-18,1.17,140
edgeville,2021-01-25,1.84,96
edgeville,2021-02-01,0.97,173
edgeville,2021-02-08,1.01,180
edgeville,2021-02-15,3.93,38
edgeville,2021-02-22,1.11,156
edgeville,2021-03-01,1.7,84
edgeville,2021-03-08,4.72,40
edgeville,2021-03-15,1.03,169
edgeville,2021-03-22,0.75,211
edgeville,2021-03-29,2.09,83
edgeville,2021-04-05,2.26,76
edgeville,2021-04-12,2.8,61
edgeville,2021-04-19,0.5,328
edgeville,2021-04-26,1.1,157
edgeville,2021-05-03,1.17,134
edgeville,2021-05-10,5.72,31
edgeville,2021-05-17,1.75,105
edgeville,2021-05-24,1.54,91
edgeville,2021-05-31,3.02,58
edgeville,2021-06-07,0.69,222
edgeville,2021-06-14,1.42,133
edgeville,2021-06-21,0.4,419
edgeville,2021-06-28,0.6,281
edgeville,2021-07-05,0.42,407
edgeville,2021-07-12,0.58,304
edgeville,2021-07-19,0.92,170
edgeville,2021-07-26,0.94,170
edgeville,2021-08-02,1.63,109
edgeville,2021-08-09,1.13,147
edgeville,2021-08-16,1.04,154
edgeville,2021-08-23,0.62,271
edgeville,2021-08-30,0.95,182
edgeville,2021-09-06,0.71,240
edgeville,2021-09-13,0.53,320
edgeville,2021-09-20,0.43,400
edgeville,2021-09-27,1.05,156
edgeville,2021-10-04,0.91,184
edgeville,2021-10-11,0.37,456
edgeville,2021-10-18,0.54,312
edgeville,2021-10-25,0.67,253
edgeville,2021-11-01,0.71,235
edgeville,2021-11-08,0.67,247
edgeville,2021-11-15,1.25,136
edgeville,2021-11-22,0.94,167
edgeville,2021-11-29,1.42,121
edgeville,2021-12-06,0.3,609
edgeville,2021-12-13,2.32,72
edgeville,2021-12-20,0.81,204
edgeville,2021-12-27,3.51,48
edgeville,2022-01-03,1.51,103
edgeville,2022-01-10,0.98,182
edgeville,2022-01-17,1.93,87
edgeville,2022-01-24,3.73,45
edgeville,2022-01-31,2.09,78
edgeville,2022-02-07,1.36,136
edgeville,2022-02-14,5.84,25
edgeville,2022-02-21,6.08,29
edgeville,2022-02-28,2.02,84
edgeville,2022-03-07,1.5,115
edgeville,2022-03-14,2.66,59
edgeville,2022-03-21,4.39,46
edgeville,2022-03-28,1.01,108
edgeville,2022-04-04,4.17,50
edgeville,2022-04-11,4.51,35
edgeville,2022-04-18,2.23,76
edgeville,2022-04-25,2.69,61
edgeville,2022-05-02,2.96,56
edgeville,2022-05-09,3.26,44
edgeville,2022-05-16,3.58,58
edgeville,2022-05-23,2.51,60
edgeville,2022-05-30,5.26,34
edgeville,2022-06-06,2.0,82
edgeville,2022-06-13,1.26,123
edgeville,2022-06-20,2.22,61
edgeville,2022-06-27,7.8,27
edgeville,2022-07-04,6.05,29
edgeville,2022-07-11,2.2,85
edgeville,2022-07-18,3.2,44
edgeville,2022-07-25,2.28,76
edgeville,2022-08-01,3.38,50
edgeville,2022-08-08,4.21,43
edgeville,2022-08-15,7.67,20
edgeville,2022-08-22,2.65,63
edgeville,2022-08-29,7.84,24
edgeville,2022-09-05,1.67,87
edgeville,2022-09-12,4.93,34
edgeville,2022-09-19,2.49,79
edgeville,2022-09-26,0.87,169
edgeville,2022-10-03,1.53,107
edgeville,2022-10-10,2.82,60
edgeville,2022-10-17,1.09,159
edgeville,2022-10-24,0.95,166
edgeville,2022-10-31,2.5,70
edgeville,2022-11-07,2.42,68
edgeville,2022-11-14,2.06,82
edgeville,2022-11-21,0.57,294
edgeville,2022-11-28,1.3,129
edgeville,2022-12-05,0.8,210
edgeville,2022-12-12,1.24,132
edgeville,2022-12-19,4.91,35
edgeville,2022-12-26,1.86,91
edgeville,2023-01-02,1.93,88
edgeville,2023-01-09,1.54,110
edgeville,2023-01-16,0.35,467
edgeville,2023-01-23,1.1,155
edgeville,2023-01-30,0.57,293
edgeville,2023-02-06,1.03,181
edgeville,2023-02-13,0.24,632
edgeville,2023-02-20,0.68,248
edgeville,2023-02-27,1.23,136
edgeville,2023-03-06,1.28,130
edgeville,2023-03-13,0.55,312
edgeville,2023-03-20,0.54,309
edgeville,2023-03-27,0.42,382
edgeville,2023-04-03,0.58,299
edgeville,2023-04-10,0.27,603
edgeville,2023-04-17,0.85,202
edgeville,2023-04-24,0.58,299
edgeville,2023-05-01,2.16,79
edgeville,2023-05-08,3.47,53
edgeville,2023-05-15,2.58,64
edgeville,2023-05-22,1.63,91
edgeville,2023-05-29,1.34,128
edgeville,2023-06-05,1.75,93
edgeville,2023-06-12,3.47,47
edgeville,2023-06-19,2.24,85
edgeville,2023-06-26,0.64,236
edgeville,2023-07-03,1.6,102
edgeville,2023-07-10,1.41,115
edgeville,2023-07-17,0.96,187
edgeville,2023-07-24,1.68,101
edgeville,2023-07-31,4.21,38
edgeville,2023-08-07,1.9,93
edgeville,2023-08-14,1.08,153
edgeville,2023-08-21,0.65,260
edgeville,2023-08-28,0.86,185
edgeville,2023-09-04,1.37,135
edgeville,2023-09-11,0.44,359
edgeville,2023-09-18,0.66,258
edgeville,2023-09-25,0.31,553
edgeville,2023-10-02,1.46,109
edgeville,2023-10-09,1.2,148
edgeville,2023-10-16,1.78,93
edgeville,2023-10-23,0.96,175
edgeville,2023-10-30,0.95,177
edgeville,2023-11-06,1.39,120
edgeville,2023-11-13,1.24,134
edgeville,2023-11-20,2.99,57
edgeville,2023-11-27,0.84,199
edgeville,2023-12-04,3.3,52
edgeville,2023-12-11,0.7,231
edgeville,2023-12-18,2.65,64
edgeville,2023-12-25,3.1,47
edgeville,2024-01-01,0.98,193
edgeville,2024-01-08,2.81,61
edgeville,2024-01-15,1.39,136
edgeville,2024-01-22,0.83,175
edgeville,2024-01-29,0.91,190
edgeville,2024-02-05,1.26,132
edgeville,2024-02-12,1.23,131
edgeville,2024-02-19,1.59,108
edgeville,2024-02-26,0.84,203
edgeville,2024-03-04,0.96,174
edgeville,2024-03-11,0.95,173
edgeville,2024-03-18,0.47,367
edgeville,2024-03-25,1.38,85
edgeville,2024-04-01,1.77,120
edgeville,2024-04-08,1.8,96
edgeville,2024-04-15,1.22,138
edgeville,2024-04-22,0.74,237
edgeville,2024-04-29,1.89,83
edgeville,2024-05-06,0.77,207
edgeville,2024-05-13,1.13,158
edgeville,2024-05-20,2.49,68
edgeville,2024-05-27,1.08,153
edgeville,2024-06-03,0.65,259
edgeville,2024-06-10,1.4,120
edgeville,2024-06-17,0.65,260
edgeville,2024-06-24,1.08,152
edgeville,2024-07-01,1.46,117
edgeville,2024-07-08,0.6,281
edgeville,2024-07-15,2.05,82
edgeville,2024-07-22,1.52,110
edgeville,2024-07-29,1.19,142
edgeville,2024-08-05,1.51,112
edgeville,2024-08-12,1.0,164
edgeville,2024-08-19,0.88,163
edgeville,2024-08-26,2.68,72
edgeville,2024-09-02,0.88,191
edgeville,2024-09-09,0.55,300
edgeville,2024-09-16,2.67,64
edgeville,2024-09-23,1.86,86
edgeville,2024-09-30,2.45,69
edgeville,2024-10-07,1.62,110
edgeville,2024-10-14,1.74,94
edgeville,2024-10-21,3.04,55
edgeville,2024-10-28,1.42,120
edgeville,2024-11-04,2.33,72
edgeville,2024-11-11,1.55,109
edgeville,2024-11-18,2.19,75
edgeville,2024-11-25,1.18,127
edgeville,2024-12-02,5.79,35
edgeville,2024-12-09,4.37,35
edgeville,2024-12-16,1.41,98
edgeville,2024-12-23,15.82,14
edgeville,2024-12-30,2.6,64
edgeville,2025-01-06,2.76,53
edgeville,2025-01-13,2.35,72
edgeville,2025-01-20,4.97,36
edgeville,2025-01-27,5.1,33
edgeville,2025-02-03,0.72,222
edgeville,2025-02-10,4.79,34
edgeville,2025-02-17,1.26,136
edgeville,2025-02-24,0.76,219
edgeville,2025-03-03,0.83,206
edgeville,2025-03-10,0.96,175
edgeville,2025-03-17,0.82,198
edgeville,2025-03-24,1.49,117
edgeville,2025-03-31,2.29,71
edgeville,2025-04-07,0.56,306
edgeville,2025-04-14,2.19,76
edgeville,2025-04-21,2.68,69
edgeville,2025-04-28,2.14,71
edgeville,2025-05-05,2.27,76
edgeville,2025-05-12,2.23,74
edgeville,2025-05-19,1.28,132
edgeville,2025-05-26,1.67,99
edgeville,2025-06-02,0.88,206
edgeville,2025-06-09,1.31,119
edgeville,2025-06-16,2.61,65
edgeville,2025-06-23,4.87,34
edgeville,2025-06-30,11.57,15
edgeville,2025-07-07,4.14,42
edgeville,2025-07-14,4.07,39
edgeville,2025-07-21,3.8,43
edgeville,2025-07-28,2.61,65
edgeville,2025-08-04,1.67,101
edgeville,2025-08-11,2.75,59
edgeville,2025-08-18,2.75,65
edgeville,2025-08-25,4.89,34
edgeville,2025-09-01,1.73,94
edgeville,2025-09-08,1.38,125
edgeville,2025-09-15,1.27,131
edgeville,2025-09-22,0.86,219
edgeville,2025-09-29,2.19,72
edgeville,2025-10-06,0.5,307
edgeville,2025-10-13,3.19,54
edgeville,2025-10-20,0.94,178
edgeville,2025-10-27,0.84,201
edgeville,2025-11-03,0.39,423
edgeville,2025-11-10,0.66,256
edgeville,2025-11-17,0.44,377
edgeville,2025-11-24,0.54,307
edgeville,2025-12-01,0.28,609
edgeville,2025-12-08,0.8,217
edgeville,2025-12-15,0.76,217
edgeville,2025-12-22,1.13,151
edgeville,2025-12-29,1.15,142
edgeville,2026-01-05,0.62,281
edgeville,2026-01-12,0.95,170
edgeville,2026-01-19,0.6,282
edgeville,2026-01-26,1.22,139
edgeville,2026-02-02,1.45,116
edgeville,2026-02-09,0.17,1013
edgeville,2026-02-16,2.0,81
edgeville,2026-02-23,1.74,93
edgeville,2026-03-02,1.1,159
edgeville,2026-03-09,2.55,64
edgeville,2026-03-16,1.05,167
edgeville,2026-03-23,0.72,228
edgeville,2026-03-30,0.99,170
edgeville,2026-04-06,1.38,122
edgeville,2026-04-13,2.36,70
edgeville,2026-04-20,2.64,54
edgeville,2026-04-27,6.37,31
edgeville,2026-05-04,2.59,62
edgeville,2026-05-11,0.99,176
edgeville,2026-05-18,0.97,171
edgeville,2026-05-25,0.5,344
edgeville,2026-06-01,0.41,415
edgeville,2026-06-08,1.03,161
edgeville,2026-06-15,0.43,387
edgeville,2026-06-22,1.3,129
edgeville,2026-06-29,0.59,292
edgeville,2026-07-06,1.05,157
edgeville,2026-07-13,0.56,167
events,2020-09-21,0.0,4
events,2020-09-28,64.14,3
events,2020-10-05,1.35,91
events,2020-10-12,2.84,57
events,2020-10-19,3.52,56
events,2020-10-26,2.72,61
events,2020-11-02,2.51,67
events,2020-11-09,1.52,110
events,2020-11-16,2.7,63
events,2020-11-23,1.42,120
events,2020-11-30,1.56,107
events,2020-12-07,2.83,56
events,2020-12-14,1.61,110
events,2020-12-21,0.99,168
events,2020-12-28,6.39,22
events,2021-01-04,4.53,43
events,2021-01-11,1.48,114
events,2021-01-18,5.66,30
events,2021-01-25,2.21,76
events,2021-02-01,1.21,135
events,2021-02-08,1.71,98
events,2021-02-15,3.77,45
events,2021-02-22,15.33,11
events,2021-03-01,2.04,74
events,2021-03-08,8.48,22
events,2021-03-15,2.06,71
events,2021-03-22,11.38,18
events,2021-03-29,5.56,30
events,2021-04-05,4.91,31
events,2021-04-12,5.75,32
events,2021-04-19,4.77,35
events,2021-04-26,6.13,29
events,2021-05-03,3.54,53
events,2021-05-10,1.11,86
events,2021-05-17,4.18,52
events,2021-05-24,2.68,44
events,2021-05-31,1.24,153
events,2021-06-07,6.0,29
events,2021-06-14,2.37,74
events,2021-06-21,7.81,15
events,2021-06-28,10.38,23
events,2021-07-05,6.35,18
events,2021-07-12,18.73,9
events,2021-07-19,7.56,17
events,2021-07-26,29.97,7
events,2021-08-02,48.36,2
events,2021-08-09,100.97,3
events,2021-08-16,14.64,7
events,2021-08-23,20.94,8
events,2021-08-30,10.54,16
events,2021-09-06,14.13,12
events,2021-09-13,17.61,11
events,2021-09-20,1.02,162
events,2021-09-27,1.81,105
events,2021-10-04,2.17,70
events,2021-10-11,2.86,50
events,2021-10-18,7.35,22
events,2021-10-25,4.59,37
events,2021-11-01,28.78,8
events,2021-11-08,3.39,42
events,2021-11-15,4.84,28
events,2021-11-22,19.05,11
events,2021-11-29,4.77,26
events,2021-12-06,8.09,21
events,2021-12-13,4.49,42
events,2021-12-20,8.61,20
events,2021-12-27,262.67,1
events,2022-01-03,2.31,20
events,2022-01-10,10.25,19
events,2022-01-17,6.21,23
events,2022-01-24,10.19,19
events,2022-01-31,2.87,54
events,2022-02-07,5.2,30
events,2022-02-14,242.09,1
events,2022-02-21,8.34,17
events,2022-02-28,2.15,67
events,2022-03-07,3.11,46
events,2022-03-14,19.41,10
events,2022-03-21,3.77,38
events,2022-03-28,4.5,42
events,2022-04-04,3.21,48
events,2022-04-11,7.71,22
events,2022-04-18,2.84,61
events,2022-04-25,3.27,54
events,2022-05-02,8.28,17
events,2022-05-09,15.66,11
events,2022-05-16,23.62,7
events,2022-05-23,16.11,12
events,2022-05-30,2.0,74
events,2022-06-06,4.88,42
events,2022-06-13,4.37,35
events,2022-06-20,3.0,53
events,2022-06-27,3.75,45
events,2022-07-04,6.88,26
events,2022-07-11,4.82,33
events,2022-07-18,9.92,16
events,2022-07-25,1.22,151
events,2022-08-01,1.66,99
events,2022-08-08,5.99,29
events,2022-08-15,15.01,11
events,2022-08-22,11.43,15
events,2022-08-29,4.92,32
events,2022-09-05,5.23,32
events,2022-09-12,3.08,58
events,2022-09-19,15.49,11
events,2022-09-26,2.94,52
events,2022-10-03,7.0,26
events,2022-10-10,1.23,129
events,2022-10-17,6.94,24
events,2022-10-24,10.0,17
events,2022-10-31,8.89,19
events,2022-11-07,4.88,35
events,2022-11-14,7.73,22
events,2022-11-21,6.18,27
events,2022-11-28,2.74,61
events,2022-12-05,4.16,41
events,2022-12-12,3.7,43
events,2022-12-19,4.86,36
events,2022-12-26,2.5,68
events,2023-01-02,4.99,33
events,2023-01-09,9.62,10
events,2023-01-16,47.51,5
events,2023-01-23,2.23,75
events,2023-01-30,1.08,160
events,2023-02-06,2.73,51
events,2023-02-13,4.6,43
events,2023-02-20,2.44,68
events,2023-02-27,1.65,86
events,2023-03-06,11.14,17
events,2023-03-13,4.45,38
events,2023-03-20,10.0,17
events,2023-03-27,4.79,35
events,2023-04-03,8.97,19
events,2023-04-10,6.58,25
events,2023-04-17,5.77,29
events,2023-04-24,2.28,77
events,2023-05-01,1.47,112
events,2023-05-08,4.68,35
events,2023-05-15,6.81,25
events,2023-05-22,11.84,14
events,2023-05-29,5.54,31
events,2023-06-05,5.28,31
events,2023-06-12,10.12,18
events,2023-06-19,4.97,32
events,2023-06-26,2.08,80
events,2023-07-03,20.76,8
events,2023-07-10,5.84,29
events,2023-07-17,30.47,6
events,2023-07-24,10.87,14
events,2023-07-31,15.24,12
events,2023-08-07,7.37,21
events,2023-08-14,3.54,47
events,2023-08-21,8.1,21
events,2023-08-28,4.21,44
events,2023-09-04,8.51,23
events,2023-09-11,2.58,48
events,2023-09-18,6.79,24
events,2023-09-25,7.85,22
events,2023-10-02,3.58,46
events,2023-10-09,8.21,21
events,2023-10-16,5.91,28
events,2023-10-23,4.38,39
events,2023-10-30,3.35,49
events,2023-11-06,11.9,14
events,2023-11-13,8.01,21
events,2023-11-20,16.21,12
events,2023-11-27,8.32,17
events,2023-12-04,26.94,5
events,2023-12-11,31.52,5
events,2023-12-18,30.3,7
events,2023-12-25,290.29,1
events,2024-01-01,1.63,32
events,2024-01-08,11.52,14
events,2024-01-15,10.12,17
events,2024-01-22,2.34,70
events,2024-01-29,19.02,10
events,2024-02-05,85.97,2
events,2024-02-12,5.46,31
events,2024-02-19,23.99,7
events,2024-02-26,14.87,10
events,2024-03-04,3.46,46
events,2024-03-11,10.51,19
events,2024-03-18,3.52,40
events,2024-03-25,3.87,43
events,2024-04-01,11.3,15
events,2024-04-08,7.55,22
events,2024-04-15,4.76,36
events,2024-04-22,13.87,12
events,2024-04-29,5.79,29
events,2024-05-06,4.2,40
events,2024-05-13,9.18,18
events,2024-05-20,5.87,29
events,2024-05-27,16.65,10
events,2024-06-03,10.81,16
events,2024-06-10,8.6,19
events,2024-06-17,5.82,29
events,2024-06-24,55.66,3
events,2024-07-01,16.95,10
events,2024-07-08,3.05,54
events,2024-07-15,3.46,48
events,2024-07-22,7.82,26
events,2024-07-29,7.28,15
events,2024-08-05,4.17,46
events,2024-08-12,2.73,63
events,2024-08-19,5.82,29
events,2024-08-26,5.97,28
events,2024-09-02,8.18,21
events,2024-09-09,41.98,4
events,2024-09-16,5.22,33
events,2024-09-23,8.81,15
events,2024-09-30,18.65,12
events,2024-10-07,10.05,16
events,2024-10-14,8.97,17
events,2024-10-21,18.77,5
events,2024-10-28,190.82,1
events,2024-11-04,33.31,7
events,2024-11-11,1.85,48
events,2024-11-18,7.0,32
events,2024-11-25,27.63,6
events,2024-12-02,130.4,1
events,2024-12-09,169.56,1
events,2024-12-16,145.63,1
events,2024-12-23,189.8,1
events,2024-12-30,146.47,1
events,2025-01-06,178.36,1
events,2025-01-13,120.12,2
events,2025-01-20,15.14,10
events,2025-01-27,7.57,22
events,2025-02-03,11.5,15
events,2025-02-10,5.79,28
events,2025-02-17,13.93,12
events,2025-02-24,5.37,32
events,2025-03-03,4.74,35
events,2025-03-10,6.49,26
events,2025-03-17,1.87,91
events,2025-03-24,2.8,59
events,2025-03-31,6.09,28
events,2025-04-07,2.63,63
events,2025-04-14,3.73,45
events,2025-04-21,9.32,18
events,2025-04-28,3.52,48
events,2025-05-05,11.2,15
events,2025-05-12,6.77,25
events,2025-05-19,7.93,21
events,2025-05-26,11.99,14
events,2025-06-02,9.88,17
events,2025-06-09,4.79,35
events,2025-06-16,2.71,62
events,2025-06-23,7.0,24
events,2025-06-30,8.87,19
events,2025-07-07,16.94,10
events,2025-07-14,13.84,12
events,2025-07-21,84.04,2
events,2025-07-28,9.93,17
events,2025-08-04,19.08,9
events,2025-08-11,10.58,16
events,2025-08-18,4.4,38
events,2025-08-25,5.05,33
events,2025-09-01,6.01,28
events,2025-09-08,6.38,26
events,2025-09-15,4.25,40
events,2025-09-22,12.92,13
events,2025-09-29,7.36,23
events,2025-10-06,12.84,13
events,2025-10-13,7.6,22
events,2025-10-20,9.92,17
events,2025-10-27,2.12,77
events,2025-11-03,17.47,10
events,2025-11-10,12.89,13
events,2025-11-17,5.25,32
events,2025-11-24,10.53,16
events,2025-12-01,9.41,19
events,2025-12-08,22.33,7
events,2025-12-15,7.15,24
events,2025-12-22,27.89,6
events,2025-12-29,5.77,28
events,2026-01-05,3.26,53
events,2026-01-12,4.8,35
events,2026-01-19,2.65,63
events,2026-01-26,2.81,59
events,2026-02-02,2.72,61
events,2026-02-09,5.5,35
events,2026-02-16,6.34,23
events,2026-02-23,5.43,31
events,2026-03-02,4.29,39
events,2026-03-09,2.48,67
events,2026-03-16,8.6,20
events,2026-03-23,8.36,20
events,2026-03-30,5.24,32
events,2026-04-06,3.53,47
events,2026-04-13,5.32,32
events,2026-04-20,5.43,31
events,2026-04-27,7.29,23
events,2026-05-04,7.66,22
events,2026-05-11,7.62,22
events,2026-05-18,6.72,25
events,2026-05-25,5.61,30
events,2026-06-01,3.29,51
events,2026-06-08,4.53,37
events,2026-06-15,5.46,31
events,2026-06-22,6.08,27
events,2026-06-29,3.23,53
events,2026-07-06,7.98,21
events,2026-07-13,4.78,17
fashionscape,2020-09-28,0.07,11
fashionscape,2020-10-05,4.84,7
fashionscape,2020-10-12,552.09,1
fashionscape,2020-10-26,5.65,16
fashionscape,2020-11-02,22.81,12
fashionscape,2020-11-09,5.11,9
fashionscape,2020-11-16,6.43,29
fashionscape,2020-11-23,43.52,4
fashionscape,2020-11-30,16.46,10
fashionscape,2020-12-07,63.86,4
fashionscape,2020-12-14,2.25,24
fashionscape,2020-12-21,5.52,32
fashionscape,2020-12-28,4.1,44
fashionscape,2021-01-04,16.47,11
fashionscape,2021-01-11,2.26,70
fashionscape,2021-01-18,1.66,102
fashionscape,2021-01-25,1.4,116
fashionscape,2021-02-01,7.83,23
fashionscape,2021-02-08,3.41,60
fashionscape,2021-02-15,10.87,14
fashionscape,2021-02-22,5.88,23
fashionscape,2021-03-01,193.33,1
fashionscape,2021-03-08,3.05,54
fashionscape,2021-03-15,13.46,11
fashionscape,2021-03-22,3.46,50
fashionscape,2021-03-29,1.06,162
fashionscape,2021-04-05,11.31,16
fashionscape,2021-04-12,4.4,35
fashionscape,2021-04-19,8.63,20
fashionscape,2021-04-26,0.63,253
fashionscape,2021-05-03,2.69,63
fashionscape,2021-05-10,5.89,33
fashionscape,2021-05-17,4.5,32
fashionscape,2021-05-24,4.87,34
fashionscape,2021-05-31,2.45,66
fashionscape,2021-06-07,2.65,66
fashionscape,2021-06-14,12.41,13
fashionscape,2021-06-21,5.3,32
fashionscape,2021-06-28,7.27,30
fashionscape,2021-07-05,8.4,20
fashionscape,2021-07-12,7.83,15
fashionscape,2021-07-26,481.93,1
fashionscape,2021-08-02,0.01,4
fashionscape,2021-08-09,356.93,1
fashionscape,2021-08-16,0.01,2
fashionscape,2021-08-23,35.11,4
fashionscape,2021-08-30,89.43,3
fashionscape,2021-09-06,7.18,7
fashionscape,2021-09-13,49.76,4
fashionscape,2021-09-20,71.83,4
fashionscape,2021-09-27,103.92,1
fashionscape,2021-10-04,9.51,14
fashionscape,2021-10-11,16.87,13
fashionscape,2021-10-18,14.39,8
fashionscape,2021-10-25,2.62,6
fashionscape,2021-11-01,598.58,1
fashionscape,2021-11-15,5.19,10
fashionscape,2021-11-22,6.44,8
fashionscape,2021-11-29,261.2,1
fashionscape,2021-12-06,18.94,5
fashionscape,2021-12-13,80.32,3
fashionscape,2021-12-20,73.23,2
fashionscape,2021-12-27,29.66,5
fashionscape,2022-01-03,159.13,1
fashionscape,2022-01-10,33.54,6
fashionscape,2022-01-17,233.36,1
fashionscape,2022-01-24,9.25,16
fashionscape,2022-01-31,21.88,8
fashionscape,2022-02-07,9.87,15
fashionscape,2022-02-14,46.0,4
fashionscape,2022-02-21,18.66,8
fashionscape,2022-02-28,16.6,11
fashionscape,2022-03-07,191.76,1
fashionscape,2022-03-14,42.5,3
fashionscape,2022-03-21,164.95,1
fashionscape,2022-03-28,21.15,9
fashionscape,2022-04-04,23.63,7
fashionscape,2022-04-11,20.51,8
fashionscape,2022-04-18,44.18,5
fashionscape,2022-04-25,64.83,3
fashionscape,2022-05-02,6.19,19
fashionscape,2022-05-09,35.26,4
fashionscape,2022-05-16,199.05,1
fashionscape,2022-05-23,39.91,4
fashionscape,2022-05-30,75.32,2
fashionscape,2022-06-06,70.68,4
fashionscape,2022-06-13,3.21,9
fashionscape,2022-07-04,741.21,1
fashionscape,2022-07-18,17.68,5
fashionscape,2022-07-25,50.07,4
fashionscape,2022-08-01,70.59,2
fashionscape,2022-08-08,264.54,1
fashionscape,2022-09-05,1202.49,1
fashionscape,2022-10-03,7.34,10
fashionscape,2022-10-17,402.83,1
fashionscape,2022-10-24,9.09,11
fashionscape,2022-10-31,1.45,1
fashionscape,2022-11-14,942.44,1
fashionscape,2022-12-05,112.41,1
fashionscape,2022-12-12,46.98,3
fashionscape,2022-12-19,1.65,46
fashionscape,2022-12-26,59.21,4
fashionscape,2023-01-02,26.44,8
fashionscape,2023-01-09,15.44,8
fashionscape,2023-01-16,18.53,9
fashionscape,2023-01-23,27.55,8
fashionscape,2023-01-30,6.21,28
fashionscape,2023-02-06,43.78,2
fashionscape,2023-02-13,245.88,1
fashionscape,2023-02-20,39.71,3
fashionscape,2023-03-06,165.7,2
fashionscape,2023-03-13,57.48,4
fashionscape,2023-03-20,0.04,2
fashionscape,2023-03-27,130.17,2
fashionscape,2023-04-03,22.84,4
fashionscape,2023-04-10,36.81,7
fashionscape,2023-04-17,2.72,52
fashionscape,2023-04-24,244.75,1
fashionscape,2023-05-01,6.73,11
fashionscape,2023-05-08,104.63,2
fashionscape,2023-05-15,31.13,4
fashionscape,2023-05-22,251.05,1
fashionscape,2023-05-29,194.1,1
fashionscape,2023-06-05,16.24,6
fashionscape,2023-06-12,35.72,5
fashionscape,2023-06-19,266.05,1
fashionscape,2023-06-26,0.02,1
fashionscape,2023-07-03,451.71,1
fashionscape,2023-07-17,15.85,11
fashionscape,2023-08-07,862.98,1
fashionscape,2023-08-28,6.42,2
fashionscape,2023-09-04,273.96,1
fashionscape,2023-09-11,1.47,8
fashionscape,2023-09-18,412.78,1
fashionscape,2023-09-25,0.87,8
fashionscape,2023-10-02,235.59,1
fashionscape,2023-10-09,173.37,1
fashionscape,2023-10-16,12.73,12
fashionscape,2023-10-23,7.62,20
fashionscape,2023-10-30,264.33,1
fashionscape,2023-11-13,302.27,1
fashionscape,2023-11-27,268.26,1
fashionscape,2023-12-04,12.75,13
fashionscape,2023-12-11,90.57,1
fashionscape,2023-12-18,63.81,3
fashionscape,2024-01-01,543.05,1
fashionscape,2024-01-15,21.11,3
fashionscape,2024-01-22,322.7,1
fashionscape,2024-01-29,1.61,2
fashionscape,2024-02-05,535.5,1
fashionscape,2024-02-19,34.15,1
