parent_channel,week_start,avg_gap_hours,gap_count
head-pats,2026-06-29,40.9,5
head-pats,2026-07-06,9.87,17
head-pats,2026-07-13,13.42,7
irl-fashionscape,2021-06-28,2.83,39
irl-fashionscape,2021-07-05,15.91,10
irl-fashionscape,2021-07-12,8.94,14
irl-fashionscape,2021-07-19,15.66,14
irl-fashionscape,2021-07-26,13.26,16
irl-fashionscape,2021-08-02,8.88,15
irl-fashionscape,2021-08-09,5.71,30
irl-fashionscape,2021-08-16,23.41,7
irl-fashionscape,2021-08-23,6.53,18
irl-fashionscape,2021-08-30,230.93,1
irl-fashionscape,2021-09-06,0.19,2
irl-fashionscape,2021-09-13,161.65,2
irl-fashionscape,2021-09-20,3.6,47
irl-fashionscape,2021-09-27,3.18,56
irl-fashionscape,2021-10-04,2.24,67
irl-fashionscape,2021-10-11,3.17,56
irl-fashionscape,2021-10-18,31.04,5
irl-fashionscape,2021-10-25,9.69,16
irl-fashionscape,2021-11-01,71.92,3
irl-fashionscape,2021-11-08,44.06,4
irl-fashionscape,2021-11-15,2.64,44
irl-fashionscape,2021-11-22,11.48,12
irl-fashionscape,2021-11-29,1.32,160
irl-fashionscape,2021-12-06,6.02,21
irl-fashionscape,2021-12-13,107.14,2
irl-fashionscape,2021-12-20,30.26,4
irl-fashionscape,2021-12-27,26.89,8
irl-fashionscape,2022-01-03,2.23,78
irl-fashionscape,2022-01-10,3.46,54
irl-fashionscape,2022-01-17,11.41,16
irl-fashionscape,2022-01-24,1.58,51
irl-fashionscape,2022-01-31,26.65,9
irl-fashionscape,2022-02-07,8.37,14
irl-fashionscape,2022-02-14,31.55,6
irl-fashionscape,2022-02-21,5.22,37
irl-fashionscape,2022-02-28,8.71,20
irl-fashionscape,2022-03-07,7.51,17
irl-fashionscape,2022-03-14,254.69,1
irl-fashionscape,2022-03-21,4.03,26
irl-fashionscape,2022-03-28,12.32,11
irl-fashionscape,2022-04-04,206.79,1
irl-fashionscape,2022-04-11,38.69,4
irl-fashionscape,2022-04-18,48.47,3
irl-fashionscape,2022-04-25,43.64,4
irl-fashionscape,2022-05-02,57.27,4
irl-fashionscape,2022-05-09,52.74,4
irl-fashionscape,2022-05-16,51.27,3
irl-fashionscape,2022-05-23,93.21,1
irl-fashionscape,2022-05-30,9.6,15
irl-fashionscape,2022-06-06,193.71,1
irl-fashionscape,2022-06-13,41.21,4
irl-fashionscape,2022-06-20,43.14,4
irl-fashionscape,2022-06-27,6.36,19
irl-fashionscape,2022-07-04,33.81,4
irl-fashionscape,2022-07-11,34.77,7
irl-fashionscape,2022-07-18,13.81,9
irl-fashionscape,2022-07-25,292.84,1
irl-fashionscape,2022-08-01,18.61,3
irl-fashionscape,2022-08-15,429.12,1
irl-fashionscape,2022-08-22,47.04,2
irl-fashionscape,2022-08-29,60.14,5
irl-fashionscape,2022-09-05,0.01,2
irl-fashionscape,2022-09-12,403.02,1
irl-fashionscape,2022-09-26,15.03,5
irl-fashionscape,2022-10-03,243.5,1
irl-fashionscape,2022-10-10,10.18,9
irl-fashionscape,2022-10-17,224.4,1
irl-fashionscape,2022-10-24,35.38,5
irl-fashionscape,2022-10-31,9.46,8
irl-fashionscape,2022-11-07,17.78,15
irl-fashionscape,2022-11-14,186.66,1
irl-fashionscape,2022-11-21,8.58,14
irl-fashionscape,2022-11-28,46.62,5
irl-fashionscape,2022-12-05,37.23,4
irl-fashionscape,2022-12-12,5.37,31
irl-fashionscape,2022-12-19,7.02,15
irl-fashionscape,2022-12-26,270.13,1
irl-fashionscape,2023-01-02,11.22,4
irl-fashionscape,2023-01-09,48.75,5
irl-fashionscape,2023-01-16,3.25,50
irl-fashionscape,2023-01-23,36.12,4
irl-fashionscape,2023-01-30,14.96,13
irl-fashionscape,2023-02-06,28.0,6
irl-fashionscape,2023-02-13,3.27,51
irl-fashionscape,2023-02-20,2.44,56
irl-fashionscape,2023-02-27,18.1,11
irl-fashionscape,2023-03-06,10.4,12
irl-fashionscape,2023-03-13,40.57,5
irl-fashionscape,2023-03-20,15.13,10
irl-fashionscape,2023-03-27,11.99,8
irl-fashionscape,2023-04-03,282.71,1
irl-fashionscape,2023-04-10,42.79,4
irl-fashionscape,2023-04-17,21.19,8
irl-fashionscape,2023-04-24,80.77,2
irl-fashionscape,2023-05-01,6.59,23
irl-fashionscape,2023-05-08,20.93,8
irl-fashionscape,2023-05-15,17.66,9
irl-fashionscape,2023-05-22,4.65,34
irl-fashionscape,2023-05-29,231.75,1
irl-fashionscape,2023-06-05,23.76,5
irl-fashionscape,2023-06-12,11.5,15
irl-fashionscape,2023-06-19,33.09,5
irl-fashionscape,2023-06-26,50.07,3
irl-fashionscape,2023-07-03,77.69,3
irl-fashionscape,2023-07-10,16.92,9
irl-fashionscape,2023-07-17,28.52,6
irl-fashionscape,2023-07-24,20.82,4
irl-fashionscape,2023-07-31,33.51,7
irl-fashionscape,2023-08-07,45.51,3
irl-fashionscape,2023-08-14,210.64,1
irl-fashionscape,2023-08-21,7.22,18
irl-fashionscape,2023-08-28,26.13,8
irl-fashionscape,2023-09-04,19.86,7
irl-fashionscape,2023-09-11,21.35,8
irl-fashionscape,2023-09-18,53.1,4
irl-fashionscape,2023-09-25,37.33,4
irl-fashionscape,2023-10-02,5.46,18
irl-fashionscape,2023-10-09,23.3,8
irl-fashionscape,2023-10-16,12.87,15
irl-fashionscape,2023-10-23,30.4,7
irl-fashionscape,2023-10-30,9.71,12
irl-fashionscape,2023-11-06,5.14,29
irl-fashionscape,2023-11-13,63.45,3
irl-fashionscape,2023-11-20,34.05,5
irl-fashionscape,2023-11-27,10.18,12
irl-fashionscape,2023-12-04,406.21,1
irl-fashionscape,2023-12-18,27.1,5
irl-fashionscape,2023-12-25,39.82,5
irl-fashionscape,2024-01-01,15.04,11
irl-fashionscape,2024-01-08,28.73,7
irl-fashionscape,2024-01-15,10.83,7
irl-fashionscape,2024-01-22,10.45,19
irl-fashionscape,2024-01-29,198.42,1
irl-fashionscape,2024-02-05,12.33,10
irl-fashionscape,2024-02-12,16.76,11
irl-fashionscape,2024-02-19,4.81,35
irl-fashionscape,2024-02-26,12.98,12
irl-fashionscape,2024-03-04,9.02,13
irl-fashionscape,2024-03-11,51.81,5
irl-fashionscape,2024-03-18,15.34,8
irl-fashionscape,2024-03-25,12.12,16
irl-fashionscape,2024-04-01,12.36,7
irl-fashionscape,2024-04-08,146.96,2
irl-fashionscape,2024-04-15,1.84,14
irl-fashionscape,2024-04-22,331.95,1
irl-fashionscape,2024-04-29,0.0,1
irl-fashionscape,2024-05-06,481.88,1
irl-fashionscape,2024-05-20,9.02,11
irl-fashionscape,2024-05-27,79.82,2
irl-fashionscape,2024-06-03,58.96,3
irl-fashionscape,2024-06-10,96.89,1
irl-fashionscape,2024-06-17,235.6,1
irl-fashionscape,2024-06-24,301.48,1
irl-fashionscape,2024-07-01,6.28,2
irl-fashionscape,2024-07-08,305.56,1
irl-fashionscape,2024-07-15,0.0,1
irl-fashionscape,2024-07-22,444.44,1
irl-fashionscape,2024-08-05,0.0,1
irl-fashionscape,2024-08-19,735.22,1
irl-fashionscape,2024-09-09,100.6,3
irl-fashionscape,2024-09-23,121.02,2
irl-fashionscape,2024-09-30,124.61,1
irl-fashionscape,2024-10-07,293.86,1
irl-fashionscape,2024-10-14,56.89,3
irl-fashionscape,2024-10-21,15.94,5
irl-fashionscape,2024-10-28,51.31,3
irl-fashionscape,2024-11-04,412.35,1
irl-fashionscape,2024-11-18,13.77,1
irl-fashionscape,2024-11-25,339.51,1
irl-fashionscape,2024-12-02,34.67,5
irl-fashionscape,2024-12-09,21.63,5
irl-fashionscape,2024-12-16,247.88,1
irl-fashionscape,2024-12-23,0.58,1
irl-fashionscape,2024-12-30,529.24,1
irl-fashionscape,2025-01-13,0.29,6
irl-fashionscape,2025-01-20,64.19,4
irl-fashionscape,2025-01-27,57.13,3
irl-fashionscape,2025-02-03,0.01,3
irl-fashionscape,2025-02-10,597.39,1
irl-fashionscape,2025-02-24,0.16,1
irl-fashionscape,2025-03-03,7.76,25
irl-fashionscape,2025-03-10,234.36,1
irl-fashionscape,2025-03-17,2.81,3
irl-fashionscape,2025-03-24,406.51,1
irl-fashionscape,2025-03-31,16.29,1
irl-fashionscape,2025-04-07,12.81,12
irl-fashionscape,2025-04-14,106.24,2
irl-fashionscape,2025-04-21,272.23,1
irl-fashionscape,2025-04-28,36.57,2
irl-fashionscape,2025-05-05,5.72,28
irl-fashionscape,2025-05-12,30.39,7
irl-fashionscape,2025-05-19,20.62,7
irl-fashionscape,2025-05-26,86.06,2
irl-fashionscape,2025-06-02,203.15,1
irl-fashionscape,2025-06-09,1.81,11
irl-fashionscape,2025-06-16,68.8,4
irl-fashionscape,2025-06-23,218.3,1
irl-fashionscape,2025-06-30,32.87,3
irl-fashionscape,2025-07-07,242.25,1
irl-fashionscape,2025-07-14,7.54,6
irl-fashionscape,2025-07-21,74.43,3
irl-fashionscape,2025-07-28,45.35,5
irl-fashionscape,2025-08-04,0.0,1
irl-fashionscape,2025-08-18,749.43,1
irl-fashionscape,2025-09-01,21.81,2
irl-fashionscape,2025-09-08,61.06,3
irl-fashionscape,2025-09-15,12.1,11
irl-fashionscape,2025-09-29,353.61,1
irl-fashionscape,2025-10-06,121.38,1
irl-fashionscape,2025-10-13,95.52,2
irl-fashionscape,2025-11-10,1117.72,1
irl-fashionscape,2025-12-01,11.11,4
irl-fashionscape,2025-12-15,406.86,1
irl-fashionscape,2025-12-22,7.32,7
irl-fashionscape,2025-12-29,423.3,1
irl-fashionscape,2026-01-19,460.94,1
irl-fashionscape,2026-01-26,17.09,2
irl-fashionscape,2026-02-02,92.16,2
irl-fashionscape,2026-02-09,33.38,7
irl-fashionscape,2026-02-16,40.0,2
irl-fashionscape,2026-02-23,141.92,1
irl-fashionscape,2026-03-02,381.67,1
irl-fashionscape,2026-03-16,13.74,10
irl-fashionscape,2026-03-23,137.12,2
irl-fashionscape,2026-03-30,88.29,1
irl-fashionscape,2026-04-06,28.16,6
irl-fashionscape,2026-04-13,19.29,5
irl-fashionscape,2026-04-20,91.48,2
irl-fashionscape,2026-04-27,332.51,1
irl-fashionscape,2026-05-11,43.09,3
irl-fashionscape,2026-05-18,291.69,1
irl-fashionscape,2026-05-25,14.7,9
irl-fashionscape,2026-06-01,2.94,10
irl-fashionscape,2026-06-22,939.69,1
irl-fashionscape,2026-07-06,5.24,1
join-portal,2026-03-02,6.66,21
join-portal,2026-03-09,9.31,19
join-portal,2026-03-16,26.46,6
join-portal,2026-03-23,11.49,15
join-portal,2026-03-30,6.28,20
join-portal,2026-04-06,9.61,20
join-portal,2026-04-13,5.5,22
join-portal,2026-04-20,327.03,1
join-portal,2026-04-27,6.55,9
join-portal,2026-05-04,29.58,6
join-portal,2026-05-11,5.33,10
join-portal,2026-05-18,29.15,8
join-portal,2026-05-25,12.3,13
join-portal,2026-06-01,52.86,4
join-portal,2026-06-08,35.1,6
join-portal,2026-06-15,12.35,8
join-portal,2026-06-22,13.71,14
join-portal,2026-06-29,17.5,10
join-portal,2026-07-06,52.85,4
join-portal,2026-07-13,5.95,2
leftscape-library,2020-12-21,2.08,5
leftscape-library,2020-12-28,0.44,298
leftscape-library,2021-01-11,470.99,1
leftscape-library,2021-01-18,1.51,50
leftscape-library,2021-01-25,29.16,6
leftscape-library,2021-02-01,5.08,36
leftscape-library,2021-02-08,8.0,15
leftscape-library,2021-02-15,53.94,4
leftscape-library,2021-02-22,2.02,60
leftscape-library,2021-03-01,4.74,37
leftscape-library,2021-03-08,51.97,5
leftscape-library,2021-03-15,2.81,18
leftscape-library,2021-03-22,3.33,65
leftscape-library,2021-03-29,2.38,58
leftscape-library,2021-04-05,211.59,1
leftscape-library,2021-04-12,19.66,8
leftscape-library,2021-04-19,83.66,2
leftscape-library,2021-04-26,15.12,12
leftscape-library,2021-05-03,7.79,25
leftscape-library,2021-05-10,5.68,25
leftscape-library,2021-05-17,8.76,17
leftscape-library,2021-05-24,279.19,1
leftscape-library,2021-05-31,1.49,9
leftscape-library,2021-06-07,5.0,33
leftscape-library,2021-06-14,118.18,2
leftscape-library,2021-06-21,35.29,6
leftscape-library,2021-06-28,1.92,43
leftscape-library,2021-07-05,15.95,9
leftscape-library,2021-07-12,295.12,1
leftscape-library,2021-07-19,28.14,3
leftscape-library,2021-07-26,15.15,7
leftscape-library,2021-08-02,46.63,5
leftscape-library,2021-08-09,10.11,5
leftscape-library,2021-08-16,432.94,1
leftscape-library,2021-08-23,3.16,7
leftscape-library,2021-08-30,16.5,13
leftscape-library,2021-09-06,21.17,1
leftscape-library,2021-09-13,452.07,1
leftscape-library,2021-09-27,167.38,1
leftscape-library,2021-10-04,24.21,7
leftscape-library,2021-10-11,13.34,10
leftscape-library,2021-10-18,127.56,1
leftscape-library,2021-10-25,420.53,1
leftscape-library,2021-11-08,91.61,2
leftscape-library,2021-11-15,1.83,16
leftscape-library,2021-11-22,29.53,9
leftscape-library,2021-11-29,11.94,14
leftscape-library,2021-12-06,23.7,5
leftscape-library,2021-12-13,182.28,1
leftscape-library,2021-12-27,506.46,1
leftscape-library,2022-01-03,1.18,14
leftscape-library,2022-01-10,44.03,4
leftscape-library,2022-01-17,15.27,10
leftscape-library,2022-01-24,234.74,1
leftscape-library,2022-01-31,4.04,12
leftscape-library,2022-02-14,670.71,1
leftscape-library,2022-02-28,0.71,3
leftscape-library,2022-03-07,305.97,1
leftscape-library,2022-03-14,2.23,34
leftscape-library,2022-03-21,69.77,1
leftscape-library,2022-03-28,531.62,1
leftscape-library,2022-04-11,3.23,17
leftscape-library,2022-04-18,93.47,2
leftscape-library,2022-04-25,379.58,1
leftscape-library,2022-05-09,8.26,18
leftscape-library,2022-05-16,191.08,1
leftscape-library,2022-05-23,3.91,36
leftscape-library,2022-05-30,191.43,1
leftscape-library,2022-06-06,10.93,9
leftscape-library,2022-06-13,291.9,1
leftscape-library,2022-06-20,5.62,16
leftscape-library,2022-07-04,351.66,1
leftscape-library,2022-07-11,2.47,6
leftscape-library,2022-07-18,518.88,1
leftscape-library,2022-08-15,788.53,1
leftscape-library,2022-09-05,24.5,2
leftscape-library,2022-09-12,91.02,3
leftscape-library,2022-09-19,10.63,23
leftscape-library,2022-09-26,7.03,6
leftscape-library,2022-10-03,370.73,1
leftscape-library,2022-10-24,594.48,1
leftscape-library,2022-11-07,21.69,2
leftscape-library,2022-11-21,685.31,1
leftscape-library,2022-12-05,51.05,1
leftscape-library,2022-12-12,190.79,1
leftscape-library,2022-12-19,5.54,6
leftscape-library,2022-12-26,476.89,1
leftscape-library,2023-01-09,242.08,1
leftscape-library,2023-02-13,1367.78,1
leftscape-library,2023-03-13,3.8,12
leftscape-library,2023-03-20,62.04,3
leftscape-library,2023-03-27,211.05,1
leftscape-library,2023-04-03,10.4,1
leftscape-library,2023-04-24,925.68,1
leftscape-library,2023-05-08,20.76,1
leftscape-library,2023-05-15,48.91,4
leftscape-library,2023-05-22,2.13,4
leftscape-library,2023-05-29,560.43,1
leftscape-library,2023-06-12,24.46,2
leftscape-library,2023-06-26,389.66,1
leftscape-library,2023-07-03,13.58,17
leftscape-library,2023-07-10,16.31,3
leftscape-library,2023-07-17,10.39,16
leftscape-library,2023-07-24,68.12,1
leftscape-library,2023-08-14,1036.17,1
leftscape-library,2023-09-04,0.2,1
leftscape-library,2023-10-09,1645.16,1
leftscape-library,2023-11-13,176.66,1
leftscape-library,2023-11-27,462.18,1
leftscape-library,2023-12-25,720.17,1
leftscape-library,2024-01-08,33.23,2
leftscape-library,2024-01-15,51.69,4
leftscape-library,2024-02-05,875.85,1
leftscape-library,2024-02-26,0.02,1
leftscape-library,2024-03-04,335.12,1
leftscape-library,2024-03-11,39.09,1
leftscape-library,2024-03-25,716.4,1
leftscape-library,2024-04-08,4.03,2
leftscape-library,2024-04-15,124.96,1
leftscape-library,2024-06-03,2393.76,1
leftscape-library,2024-07-22,1.48,1
leftscape-library,2024-07-29,20.05,13
leftscape-library,2024-08-05,12.13,2
leftscape-library,2024-08-12,85.42,3
leftscape-library,2024-09-23,1937.45,1
leftscape-library,2024-12-09,1582.43,1
leftscape-library,2025-01-06,0.02,4
leftscape-library,2025-01-13,8.33,29
leftscape-library,2025-01-20,38.23,5
leftscape-library,2025-01-27,0.01,1
leftscape-library,2025-03-17,2529.12,1
leftscape-library,2025-05-12,63.44,1
leftscape-library,2025-07-21,3213.0,1
leftscape-library,2025-09-22,6.06,1
leftscape-library,2025-09-29,0.0,1
leftscape-library,2025-10-06,561.96,1
looking-for-group,2021-06-14,4.15,13
looking-for-group,2021-06-21,22.82,8
looking-for-group,2021-06-28,3.82,45
looking-for-group,2021-07-05,2.5,78
looking-for-group,2021-07-12,1.62,75
looking-for-group,2021-07-19,5.43,34
looking-for-group,2021-07-26,1.76,67
looking-for-group,2021-08-02,76.25,3
looking-for-group,2021-08-09,4.61,30
looking-for-group,2021-08-16,4.32,43
looking-for-group,2021-08-23,4.05,36
looking-for-group,2021-08-30,3.11,67
looking-for-group,2021-09-06,5.09,29
looking-for-group,2021-09-13,1.92,88
looking-for-group,2021-09-20,1.57,107
looking-for-group,2021-09-27,1.77,97
looking-for-group,2021-10-04,12.66,13
looking-for-group,2021-10-11,6.2,27
looking-for-group,2021-10-18,3.02,56
looking-for-group,2021-10-25,4.64,41
looking-for-group,2021-11-01,7.66,18
looking-for-group,2021-11-08,3.43,49
looking-for-group,2021-11-15,2.37,79
looking-for-group,2021-11-22,1.06,148
looking-for-group,2021-11-29,1.41,119
looking-for-group,2021-12-06,0.74,223
looking-for-group,2021-12-13,0.75,227
looking-for-group,2021-12-20,0.65,257
looking-for-group,2021-12-27,0.58,289
looking-for-group,2022-01-03,0.89,196
looking-for-group,2022-01-10,0.69,249
looking-for-group,2022-01-17,1.48,107
looking-for-group,2022-01-24,3.44,46
looking-for-group,2022-01-31,6.59,24
looking-for-group,2022-02-07,6.31,30
looking-for-group,2022-02-14,3.82,44
looking-for-group,2022-02-21,7.04,18
looking-for-group,2022-02-28,79.86,3
looking-for-group,2022-03-07,4.7,30
looking-for-group,2022-03-14,0.99,176
looking-for-group,2022-03-21,38.29,3
looking-for-group,2022-03-28,254.81,1
looking-for-group,2022-04-04,2.11,56
looking-for-group,2022-04-11,12.68,13
looking-for-group,2022-04-18,3.51,50
looking-for-group,2022-04-25,6.5,35
looking-for-group,2022-05-02,3.15,18
looking-for-group,2022-05-09,6.99,28
looking-for-group,2022-05-16,18.66,10
looking-for-group,2022-05-23,99.99,2
looking-for-group,2022-05-30,2.04,72
looking-for-group,2022-06-06,3.77,49
looking-for-group,2022-06-13,1.55,46
looking-for-group,2022-06-20,13.47,17
looking-for-group,2022-06-27,7.15,15
looking-for-group,2022-07-04,333.9,1
looking-for-group,2022-07-11,15.34,5
looking-for-group,2022-07-18,10.33,16
looking-for-group,2022-07-25,7.33,17
looking-for-group,2022-08-01,9.08,19
looking-for-group,2022-08-08,214.15,1
looking-for-group,2022-08-15,5.34,36
looking-for-group,2022-08-22,1.42,98
looking-for-group,2022-08-29,29.64,9
looking-for-group,2022-09-05,10.45,7
looking-for-group,2022-09-12,8.83,19
looking-for-group,2022-09-19,42.89,5
looking-for-group,2022-09-26,63.94,3
looking-for-group,2022-10-10,261.7,1
looking-for-group,2022-10-17,10.11,12
looking-for-group,2022-10-24,236.27,1
looking-for-group,2022-10-31,4.12,44
looking-for-group,2022-11-07,8.73,16
looking-for-group,2022-11-14,2.52,64
looking-for-group,2022-11-21,2.12,80
looking-for-group,2022-11-28,26.38,7
looking-for-group,2022-12-05,12.07,13
looking-for-group,2022-12-12,1.75,93
looking-for-group,2022-12-19,2.08,89
looking-for-group,2022-12-26,3.5,44
looking-for-group,2023-01-02,4.07,41
looking-for-group,2023-01-09,8.44,17
looking-for-group,2023-01-16,5.39,30
looking-for-group,2023-01-23,13.34,15
looking-for-group,2023-01-30,7.8,21
looking-for-group,2023-02-06,12.05,14
looking-for-group,2023-02-13,3.61,47
looking-for-group,2023-02-20,2.79,60
looking-for-group,2023-02-27,4.81,35
looking-for-group,2023-03-06,9.62,18
looking-for-group,2023-03-13,3.21,50
looking-for-group,2023-03-20,9.42,18
looking-for-group,2023-03-27,6.87,28
looking-for-group,2023-04-03,1.51,87
looking-for-group,2023-04-10,12.42,10
looking-for-group,2023-04-17,10.33,24
looking-for-group,2023-04-24,10.28,14
looking-for-group,2023-05-01,10.78,16
looking-for-group,2023-05-08,1.1,132
looking-for-group,2023-05-15,2.1,88
looking-for-group,2023-05-22,28.59,5
looking-for-group,2023-05-29,36.26,6
looking-for-group,2023-06-05,2.49,37
looking-for-group,2023-06-12,323.9,1
looking-for-group,2023-06-19,29.91,4
looking-for-group,2023-06-26,2.81,41
looking-for-group,2023-07-03,4.98,34
looking-for-group,2023-07-10,3.78,44
looking-for-group,2023-07-17,5.71,26
looking-for-group,2023-07-24,255.13,1
looking-for-group,2023-07-31,27.65,6
looking-for-group,2023-08-07,5.85,13
looking-for-group,2023-08-14,8.29,21
looking-for-group,2023-08-21,14.35,13
looking-for-group,2023-08-28,19.58,9
looking-for-group,2023-09-04,2.97,53
looking-for-group,2023-09-11,56.69,3
looking-for-group,2023-09-18,21.73,8
looking-for-group,2023-09-25,11.87,14
looking-for-group,2023-10-02,17.49,12
looking-for-group,2023-10-09,31.5,2
looking-for-group,2023-10-16,9.05,23
looking-for-group,2023-10-23,12.72,14
looking-for-group,2023-10-30,13.82,13
looking-for-group,2023-11-06,4.44,38
looking-for-group,2023-11-13,84.6,2
looking-for-group,2023-11-20,11.74,14
looking-for-group,2023-11-27,5.29,33
looking-for-group,2023-12-04,6.47,26
looking-for-group,2023-12-11,7.04,23
looking-for-group,2023-12-18,4.07,41
looking-for-group,2023-12-25,6.09,32
looking-for-group,2024-01-01,7.7,19
looking-for-group,2024-01-08,2.47,67
looking-for-group,2024-01-15,2.54,63
looking-for-group,2024-01-22,9.23,19
looking-for-group,2024-01-29,10.1,13
looking-for-group,2024-02-05,10.06,22
looking-for-group,2024-02-12,29.04,6
looking-for-group,2024-02-19,12.46,12
looking-for-group,2024-02-26,4.06,44
looking-for-group,2024-03-04,4.37,40
looking-for-group,2024-03-11,5.34,26
looking-for-group,2024-03-18,10.56,16
looking-for-group,2024-03-25,3.23,36
looking-for-group,2024-04-08,475.2,1
looking-for-group,2024-04-15,1.28,45
looking-for-group,2024-04-22,8.41,23
looking-for-group,2024-04-29,4.17,38
looking-for-group,2024-05-06,9.98,16
looking-for-group,2024-05-13,6.42,33
looking-for-group,2024-05-20,7.01,16
looking-for-group,2024-05-27,28.51,7
looking-for-group,2024-06-03,9.01,21
looking-for-group,2024-06-10,72.8,2
looking-for-group,2024-06-17,3.47,53
looking-for-group,2024-06-24,6.94,23
looking-for-group,2024-07-01,9.7,12
looking-for-group,2024-07-15,447.43,1
looking-for-group,2024-07-22,8.51,6
looking-for-group,2024-07-29,3.6,62
looking-for-group,2024-08-05,2.94,56
looking-for-group,2024-08-12,2.8,59
looking-for-group,2024-08-19,64.49,3
looking-for-group,2024-08-26,55.58,3
looking-for-group,2024-09-02,3.44,16
looking-for-group,2024-09-09,442.88,1
looking-for-group,2024-09-23,13.63,11
looking-for-group,2024-09-30,29.36,6
looking-for-group,2024-10-07,3.6,39
looking-for-group,2024-10-14,4.38,43
looking-for-group,2024-10-21,6.72,25
looking-for-group,2024-10-28,15.12,10
looking-for-group,2024-11-04,3.49,53
looking-for-group,2024-11-11,4.8,35
looking-for-group,2024-11-18,24.23,7
looking-for-group,2024-11-25,7.74,19
looking-for-group,2024-12-02,14.4,13
looking-for-group,2024-12-09,15.38,13
looking-for-group,2024-12-16,6.88,16
looking-for-group,2024-12-23,21.33,8
looking-for-group,2024-12-30,21.31,9
looking-for-group,2025-01-06,9.78,18
looking-for-group,2025-01-13,29.77,4
looking-for-group,2025-01-20,12.92,14
looking-for-group,2025-01-27,21.64,11
looking-for-group,2025-02-03,7.26,18
looking-for-group,2025-02-10,20.16,8
looking-for-group,2025-02-17,5.25,29
looking-for-group,2025-02-24,10.83,17
looking-for-group,2025-03-03,6.94,25
looking-for-group,2025-03-10,15.49,11
looking-for-group,2025-03-17,1.33,111
looking-for-group,2025-03-24,3.61,50
looking-for-group,2025-03-31,2.82,60
looking-for-group,2025-04-07,2.97,56
looking-for-group,2025-04-14,11.26,15
looking-for-group,2025-04-21,174.14,1
looking-for-group,2025-04-28,10.6,13
looking-for-group,2025-05-05,66.75,3
looking-for-group,2025-05-12,8.13,19
looking-for-group,2025-05-19,11.87,14
looking-for-group,2025-05-26,10.88,17
looking-for-group,2025-06-02,27.86,6
looking-for-group,2025-06-09,5.13,32
looking-for-group,2025-06-16,27.81,6
looking-for-group,2025-06-23,20.57,8
looking-for-group,2025-06-30,41.84,4
looking-for-group,2025-07-07,28.59,7
looking-for-group,2025-07-14,2.55,55
looking-for-group,2025-07-21,14.31,13
looking-for-group,2025-07-28,8.16,18
looking-for-group,2025-08-04,41.63,4
looking-for-group,2025-08-11,8.74,20
looking-for-group,2025-08-18,7.55,22
looking-for-group,2025-08-25,5.25,32
looking-for-group,2025-09-01,8.72,20
looking-for-group,2025-09-08,55.7,3
looking-for-group,2025-09-15,12.38,13
looking-for-group,2025-09-22,6.61,25
looking-for-group,2025-09-29,7.26,24
looking-for-group,2025-10-06,14.73,13
looking-for-group,2025-10-13,19.76,8
looking-for-group,2025-10-20,8.75,17
looking-for-group,2025-10-27,133.51,2
looking-for-group,2025-11-03,5.07,19
looking-for-group,2025-11-10,4.17,35
looking-for-group,2025-11-17,8.2,20
looking-for-group,2025-11-24,24.52,7
looking-for-group,2025-12-01,165.16,1
looking-for-group,2025-12-08,41.56,4
looking-for-group,2025-12-15,1.57,109
looking-for-group,2025-12-22,7.15,23
looking-for-group,2025-12-29,3.17,53
looking-for-group,2026-01-05,3.18,60
looking-for-group,2026-01-12,6.69,23
looking-for-group,2026-01-19,23.59,7
looking-for-group,2026-01-26,7.48,22
looking-for-group,2026-02-02,14.18,9
looking-for-group,2026-02-09,23.14,9
looking-for-group,2026-02-16,9.02,19
looking-for-group,2026-02-23,12.33,13
looking-for-group,2026-03-02,16.85,10
looking-for-group,2026-03-09,7.63,22
looking-for-group,2026-03-16,10.35,17
looking-for-group,2026-03-23,2.57,64
looking-for-group,2026-03-30,3.43,54
looking-for-group,2026-04-06,7.25,24
looking-for-group,2026-04-13,10.43,12
looking-for-group,2026-04-20,22.98,9
looking-for-group,2026-04-27,13.96,5
looking-for-group,2026-05-04,287.8,1
looking-for-group,2026-05-11,10.05,15
looking-for-group,2026-05-18,3.4,41
looking-for-group,2026-05-25,9.71,16
looking-for-group,2026-06-01,5.29,34
looking-for-group,2026-06-08,11.37,15
looking-for-group,2026-06-15,11.51,15
looking-for-group,2026-06-22,6.39,30
looking-for-group,2026-06-29,16.34,9
looking-for-group,2026-07-06,8.63,19
looking-for-group,2026-07-13,3.2,23
media,2025-12-15,0.42,342
media,2025-12-22,4.86,35
media,2025-12-29,7.69,20
media,2026-01-05,12.09,16
media,2026-01-12,7.05,18
media,2026-01-19,13.8,12
media,2026-01-26,22.95,9
media,2026-02-02,2.32,68
media,2026-02-09,4.62,40
media,2026-02-16,8.24,22
media,2026-02-23,24.25,5
media,2026-03-02,40.8,5
media,2026-03-09,3.8,26
media,2026-03-16,69.81,3
media,2026-03-23,6.41,19
media,2026-03-30,7.42,23
media,2026-04-06,337.19,1
media,2026-04-13,3.52,9
media,2026-04-20,134.47,1
media,2026-04-27,193.18,1
media,2026-05-04,21.63,10
media,2026-05-11,5.77,27
media,2026-05-18,32.67,5
media,2026-05-25,16.72,7
media,2026-06-01,266.9,1
media,2026-06-08,9.26,14
media,2026-06-15,7.76,21
media,2026-06-22,13.43,8
